report_id,type,serial,time,lat,long
11284,uneventful,294,,,
11287,uneventful,295,,,
11288,uneventful,296,,,
11289,uneventful,297,,,
11291,uneventful,298,,,
11297,uneventful,299,,,
11300,uneventful,301,,,
11301,uneventful,302,,,
11314,uneventful,303,,,
11315,uneventful,304,,,
11322,uneventful,305,,,
11334,uneventful,307,,,
11336,uneventful,308,,,
11343,uneventful,309,,,
11352,uneventful,310,,,
11359,uneventful,311,,,
11363,uneventful,312,,,
11369,uneventful,313,,,
11371,uneventful,314,,,
11372,uneventful,315,,,
11373,uneventful,316,,,
11374,uneventful,317,,,
11379,uneventful,321,,,
11387,uneventful,322,,,
11396,uneventful,323,,,
11400,uneventful,324,,,
11412,uneventful,325,,,
11427,uneventful,326,,,
11443,uneventful,327,,,
11447,uneventful,328,,,
11451,uneventful,329,,,
11468,uneventful,330,,,
11482,uneventful,331,,,
11486,uneventful,332,,,
11487,uneventful,333,,,
11492,uneventful,334,,,
11502,uneventful,335,,,
11507,uneventful,336,,,
11509,uneventful,337,,,
11521,uneventful,338,,,
11522,uneventful,339,,,
11526,uneventful,340,,,
11530,uneventful,341,,,
11532,uneventful,342,,,
11536,uneventful,343,,,
11540,uneventful,347,,,
11541,uneventful,348,,,
11542,uneventful,349,,,
11545,uneventful,350,,,
11546,uneventful,351,,,
11547,uneventful,352,,,
11548,uneventful,353,,,
11549,uneventful,354,,,
11559,uneventful,355,,,
11566,uneventful,356,,,
11572,uneventful,357,,,
11575,uneventful,358,,,
11577,uneventful,359,,,
11581,uneventful,360,,,
11582,uneventful,361,,,
11583,uneventful,362,,,
11593,uneventful,363,,,
11763,uneventful,364,,,
11767,uneventful,365,,,
12052,uneventful,366,,,
12177,uneventful,367,,,
12326,uneventful,368,,,
12756,uneventful,369,,,
12915,uneventful,370,,,
12963,uneventful,371,,,
13037,uneventful,372,,,
13038,uneventful,373,,,
13039,uneventful,374,,,
13068,uneventful,375,,,
13077,uneventful,376,,,
13113,uneventful,377,,,
13134,uneventful,378,,,
13227,uneventful,379,,,
13229,uneventful,380,,,
13234,uneventful,381,,,
13237,uneventful,382,,,
13238,uneventful,383,,,
13276,uneventful,384,,,
13286,uneventful,385,,,
13340,uneventful,386,,,
13368,uneventful,388,,,
13374,uneventful,389,,,
13379,uneventful,390,,,
13391,uneventful,391,,,
13392,uneventful,392,,,
13394,uneventful,393,,,
13395,uneventful,394,,,
13397,uneventful,395,,,
13414,uneventful,396,,,
13435,uneventful,397,,,
13437,uneventful,398,,,
13440,uneventful,399,,,
13447,uneventful,400,,,
13452,uneventful,401,,,
13459,uneventful,402,,,
13471,uneventful,403,,,
13480,uneventful,405,,,
13519,uneventful,406,,,
13564,uneventful,407,,,
13597,uneventful,409,,,
13598,uneventful,410,,,
13605,uneventful,411,,,
13613,uneventful,412,,,
13634,uneventful,413,,,
13643,uneventful,414,,,
13650,uneventful,415,,,
13653,uneventful,417,,,
13815,uneventful,418,,,
13829,uneventful,419,,,
13834,uneventful,420,,,
13855,uneventful,421,,,
14013,uneventful,422,,,
14053,uneventful,423,,,
14115,uneventful,424,,,
14141,uneventful,425,,,
14157,uneventful,426,,,
14641,uneventful,427,,,
14642,uneventful,428,,,
14645,uneventful,429,,,
14646,uneventful,430,,,
14647,uneventful,431,,,
14648,uneventful,432,,,
14649,uneventful,433,,,
14650,uneventful,434,,,
14659,uneventful,435,,,
14667,uneventful,436,,,
14731,uneventful,437,,,
14745,uneventful,438,,,
14760,uneventful,439,,,
14761,uneventful,440,,,
14861,uneventful,441,,,
14880,uneventful,442,,,
14881,uneventful,443,,,
14993,uneventful,446,,,
15003,uneventful,447,,,
15080,uneventful,449,,,
15083,uneventful,450,,,
15084,uneventful,451,,,
15085,uneventful,452,,,
15089,uneventful,453,,,
15135,uneventful,454,,,
15193,uneventful,455,,,
15196,uneventful,456,,,
15204,uneventful,457,,,
15205,uneventful,458,,,
15215,uneventful,459,,,
15227,uneventful,460,,,
15334,uneventful,461,,,
15377,uneventful,462,,,
15378,uneventful,463,,,
15379,uneventful,464,,,
15380,uneventful,465,,,
16190,uneventful,466,,,
